NEW_PRESIDENT;President;President;President;;President;;;;;;;;;x
NEW_PRESIDENT_FOA;Your Holiness;Your Holiness;Your Holiness;;Your Holiness;;;;;;;;;x
CHAIRMAN;Chairman;;;;;;;;;x
CHAIRMAN_FEMALE;Chairwoman;;;;;;;;;x
SUPREME_CHAIRMAN;Supreme Chairman;;;;;;;;;x
SUPREME_CHAIRMAN_FEMALE;Supreme Chairwoman;;;;;;;;;x
ROMANIRAJ;Romaniraj;;;;;;;;;x
BUNDESKAISER;Bundeskaiser;;;;;;;;;x
BUNDESKAISER_FEMALE;Bundeskaiserin;;;;;;;;x
CHAIRMAN_FOA;Great Leader;;;;;;;;;x
LIEUTENANT_GENERAL;Lieutenant-General;;;;;;;;;x
LIEUTENANT_GENERAL_FOA;General;;;;;;;;;x
GENERAL_COMISSAR;General-Commissar;;;;;;;;;x
GENERAL_COMISSAR_FOA;Great Leader;;;;;;;;;x
RICHTER;Richter;;;;;;;;;x
RICHTER_FOA;Your Honour;;;;;;;;;x
GRANDPRIOR;Grand Prior;;;;;;;;;x
GRANDPRIOR_FOA;Prior;;;;;;;;;x
CITIZEN_FOA;Comrade;;;;;;;;;x
DRAGON_EMPEROR;Dragon Emperor;;;;;;;;;x
DRAGON_EMPEROR_FEMALE;Dragon Empress;;;;;;;;;x
DRAGON_EMPEROR_FOA;Your Draconic Majesty;;;;;;;;;x
DRAGON_KING;Dragon King;;;;;;;;;x
DRAGON_KING_FEMALE;Dragon Queen;;;;;;;;;x
LIEUTENANT-COLONEL;Lieutenant-Colonel;;;;;;;;;x
LIEUTENANT-COLONEL_FOA;Your Majesty;;;;;;;;;x
DIRECTOR;Director;;;;;;;;;x
DIRECTOR_FOA;Mr.;;;;;;;;;x
PRIMARCH;Primarch;;;;;;;;;x
PRIMARCH_FOA;My Primarch;;;;;;;;;x
CAPTAIN-LIEUTENANT;Captain-Lieutenant;Captain-Lieutenant;Captain-Lieutenant;;Captain-Lieutenant;;;;;;;;;x
CAPTAIN-LIEUTENANT_FOA;Thine Majesty;Thine Majesty;Thine Majesty;;Thine Majesty;;;;;;;;;x
MASTER_SEEKER;Mamoste Sopger;;;;;;;;;x
d_mesopotamian;Supreme Chairmanship of Babylon;;;;;;;;;x
d_mesopotamian_adj;Babylonian;;;;;;;;;x
k_catalonia;Catalonia;Catalonia;Catalonia;;Catalonia;;;;;;;;;x
k_catalonia_adj;Catalonian;Cataloniaien;Cataloniaier;;Cataloniaiano;;;;;;;;;x
k_cilicia;Cilicia;Cilicia;Cilicia;;Cilicia;;;;;;;;;x
k_cilicia_adj;Cilician;Cilician;Cilician;;Cilician;;;;;;;;;x
k_galicia_y_asturias;Galicia y Asturias;Galicia y Asturias;Galicia y Asturias;;Galicia y Asturias;;;;;;;;;x
k_galicia_y_asturias_adj;Galician;Galicaien;Galicaier;;Galiciaiano;;;;;;;;;x
k_catalunia;Catalonia;Catalonia;Catalonia;;Catalonia;;;;;;;;;x
k_catalunia_adj;Catalonian;Cataloniaien;Cataloniaier;;Cataloniaiano;;;;;;;;;x
k_basque;Basque Kingdom;Basque Kingdom;Basque Kingdom;;Basque Kingdom;;;;;;;;;x
k_basque_adj;Basqan;Basqueien;Basqueier;;Basqueiano;;;;;;;;;x
k_switzerland;Switzerland;Switzerland;Switzerland;;Switzerland;;;;;;;;;x
k_switzerland_adj;Swiss;Swissien;Swissier;;Swissiano;;;;;;;;;x
k_lichtenstein;Lichtenstein;Lichtenstein;Lichtenstein;;Lichtenstein;;;;;;;;;x
k_lichtenstein_adj;Lichtensteinian;Lichtensteinien;Lichtensteinier;;Lichtensteiniano;;;;;;;;;x

d_solovetsky;Solovetsky;;;;;;;;;;;;;x
d_solovetsky_adj;Solovetskan;;;;;;;;;;;;;x
c_solovetsky;Solovetsky;;;;;;;;;;;;;x
c_solovetsky_adj;Solovetskan;;;;;;;;;;;;;x
b_solovetsky;Solovetsky;;;;;;;;;;;;;x
b_st_low_germans;Saint-Germain;;;;;;;;;;;;;x
b_rebalda;Rebalda;;;;;;;;;;;;;x
b_pervoupol;Pervoupol;;;;;;;;;;;;;x
b_lidrinsk;Lidrinsk;;;;;;;;;;;;;x
b_mazyl;Mazyl;;;;;;;;;;;;;x
b_novoriysk;Novoriysk;;;;;;;;;;;;;x
b_ulapyevsk;Ulapyevsk;;;;;;;;;;;;;x
b_zeleshikha;Zeleshikha;;;;;;;;;;;;;x
c_lanzarote;Lanzarote;;;;;;;;;;;;;x
c_lanzarote_adj;lanzarotean;;;;;;;;;;;;;x
b_arrecife;Arrecife;;;;;;;;;;;;;x
b_puerto_del_carmen;Puerto del Carmen;;;;;;;;;;;;;x
b_playa_blanca;Playa Blanca;;;;;;;;;;;;;x
b_la_santa;la Santa;;;;;;;;;;;;;x
b_caleta_de_famara;Caleta de Famara;;;;;;;;;;;;;x
b_teguise;Teguise;;;;;;;;;;;;;x
b_mozaga;Mozaga;;;;;;;;;;;;;x
c_gran_canaria;Gran Canaria;;;;;;;;;;;;;x
c_gran_canaria_adj;Gran Canarian;;;;;;;;;;;;;x
b_telde;Telde;;;;;;;;;;;;;x
b_las_palmas;Las Palmas;;;;;;;;;;;;;x
b_vecindario;Vecindario;;;;;;;;;;;;;x
b_maspalomas;Maspalomas;;;;;;;;;;;;;x
b_mogan;Mogan;;;;;;;;;;;;;x
b_teror;Teror;;;;;;;;;;;;;x
b_agaete;Agaeta;;;;;;;;;;;;;x
c_fuerteventura;Fuerteventura;;;;;;;;;;;;;x
c_fuerteventura_adj;Fuerteventuran;;;;;;;;;;;;;x
b_puerto_del_rosario;Puerto del Rosario;;;;;;;;;;;;;x
b_tuineje;Tuineje;;;;;;;;;;;;;x
b_gran_tarajal;Gran Tarajal;;;;;;;;;;;;;x
b_tarajalejo;Tarajalejo;;;;;;;;;;;;;x
b_corralejo;Corralejo;;;;;;;;;;;;;x
b_el_cotillo;El Cotillo;;;;;;;;;;;;;x
b_antigua;Antigua;;;;;;;;;;;;;x
k_gondor;Gondor;;;;;;;;;x
k_gondor_adj;Gondorian;;;;;;;;;x
k_arnor;Arnor;;;;;;;;;x
k_arnor_adj;Arnorian;;;;;;;;;x
k_harad;Harad;;;;;;;;;x
k_harad_adj;Haradian;;;;;;;;;x
k_donkuban;Donkuban;;;;;;;;;x
k_donkuban_adj;Donkubanese;;;;;;;;;x
k_holland;Netherlands;Holland;Holland;;Holland;;;;;;;;;x
k_holland_adj;Dutch;Dutch;Dutch;;Dutch;;;;;;;;;x
k_belgium;Belgium;Belgium;Belgium;;Belgium;;;;;;;;;x
k_belgium_adj;Belgian;Belgian;Belgian;;Belgian;;;;;;;;;x
k_luxemburg;Luxemburg;Luxemburg;Luxemburg;;Luxemburg;;;;;;;;;x
k_luxemburg_adj;Luxemburgian;Luxemburgian;Luxemburgian;;Luxemburgian;;;;;;;;;x
k_serbja;Serbia;Serbia;Serbia;;Serbia;;;;;;;;;x
k_serbja_adj;Serbian;Serbiaien;Serbiaier;;Serbiaiano;;;;;;;;;x
k_slovenia;Slovenia;Slovenia;Slovenia;;Slovenia;;;;;;;;;x
k_slovenia_adj;Slovenian;Sloveniaien;Sloveniaier;;Sloveniaiano;;;;;;;;;x
k_chorwatia;Croatia;Croatia;Croatia;;Croatia;;;;;;;;;x
k_chorwatia_adj;Croatian;Croatiaien;Croatiaier;;Croatiaiano;;;;;;;;;x
k_bosnai;Bosnia & Hertzegowina;Bosnia & Hertzegowina;Bosnia & Hertzegowina;;Bosnia & Hertzegowina;;;;;;;;;x
k_bosnai_adj;Bosnian;Bosniaien;Bosniaier;;Bosniaiano;;;;;;;;;x
k_britannia;Britain;Britain;Britain;;Britain;;;;;;;;;x
k_britannia_adj;British;British;British;;British;;;;;;;;;x
k_england;England;;;;;;;;;;;;;x
k_england_adj;English;;;;;;;;;;;;;x
k_rhineland;Rhineland;Rhineland;Rhineland;;Rhineland;;;;;;;;;x
k_rhineland_adj;Rhinelandian;Rhinelandien;Rhinelandier;;Rhinelandiano;;;;;;;;;x
k_bavarja;Bavaria;Bavaria;Bavaria;;Bavaria;;;;;;;;;x
k_bavarja_adj;Bavarian;Bavariaien;Bavariaier;;Bavariaiano;;;;;;;;;x
k_prussia;Prussia;Prussia;Prussia;;Prussia;;;;;;;;;x
k_prussia_adj;Prussian;Prussiaien;Prussiaier;;Prussiaiano;;;;;;;;;x
k_wendia;Sorbia;Sorbia;Sorbia;;Sorbia;;;;;;;;;x
k_wendia_adj;Sorbian;Sorbian;Sorbian;;Sorbian;;;;;;;;;x
k_kashubia;Kashubia;Kashubia;Kashubia;;Kashubia;;;;;;;;;x
k_kashubia_adj;Kashubian;Kashubien;Kashubiaier;;Kashubiano;;;;;;;;;x
k_thrace;Thrace;Thrace;Thrace;;Thrace;;;;;;;;;x
k_thrace_adj;Thracian;Thracian;Thracian;;Thracian;;;;;;;;;x
k_bohemia;Czechia;Czechia;Czechia;;Czechia;;;;;;;;;x
k_bohemia_adj;Czech;Czechiaien;Czechiaier;;Czechiaiano;;;;;;;;;x
k_palmarian_pope;Palmarian Papacy;;;;;;;;;x
k_palmarian_pope_adj;Palmarian;;;;;;;;;x
k_serbia_triumvirate;Triumvirate;;;;;;;;;x
k_serbia_triumvirate_adj;Tiumviratan;;;;;;;;;x
k_azerbaijan;Azerbaijan;Azerbaijan;Azerbaijan;;Azerbaijan;;;;;;;;;x
k_azerbaijan_adj;Azerbaijan;Azerbaijan;Azerbaijan;;Azerbaijan;;;;;;;;;x
k_oman;Oman;Oman;Oman;;Oman;;;;;;;;;x
k_oman_adj;Oman;Oman;Oman;;Oman;;;;;;;;;x
k_turkey;Turkey;Turkey;Turkey;;Turkey;;;;;;;;;x
k_turkey_adj;Turkish;Turkish;Turkish;;Turkish;;;;;;;;;x
k_iceland;Iceland;Iceland;Iceland;;Iceland;;;;;;;;;x
k_iceland_adj;Icelandic;Icelandic;Icelandic;;Icelandic;;;;;;;;;x
k_two_siciles;Two Sicilies;Two Sicilies;Two Sicilies;;Two Sicilies;;;;;;;;;x
k_two_siciles_adj;Sicilian;Sicilian;Sicilian;;Sicilian;;;;;;;;;x
k_lombardo-veneto;Lombardo-Veneto;Lombardo-Veneto;Lombardo-Veneto;;Lombardo-Veneto;;;;;;;;;x
k_lombardo-veneto_adj;Lombardian;Lombardian;Lombardian;;Lombardian;;;;;;;;;x
k_san_marino;San Marino;San Marino;San Marino;;San Marino;;;;;;;;;x
k_san_marino_adj;San Marinease;San Marinease;San Marinease;;San Marinease;;;;;;;;;x
k_sardinia;Sardinia;Sardinia;Sardinia;;Sardinia;;;;;;;;;x
k_sardinia_adj;Sardinian;Sardinian;Sardinian;;Sardinian;;;;;;;;;x
k_sahara;Sahara;;;;;;;;;;;;;x
k_sahara_adj;Saharan;;;;;;;;;;;;;x
k_saxon_adj;Hannoveran;;;;;;;;;x
k_saxon;Hannover;;;;;;;;;x
d_west_sahara;West Sahara;;;;;;;;;;;;;x
d_west_sahara_adj;West Saharan;;;;;;;;;;;;;x
d_east_sahara;East Sahara;;;;;;;;;;;;;x
d_east_sahara_adj;East Saharan;;;;;;;;;;;;;x
d_brandenburgia;Brandenburgia;Brandenburgia;Brandenburgia;;Brandenburgia;;;;;;;;;x
d_brandenburgia_adj;Brandenburgian;Brandenburgian;Brandenburgian;;Brandenburgian;;;;;;;;;x
d_lausitt;Lausitz;Lausitz;Lausitz;;Lausitz;;;;;;;;;x
d_lausitt_adj;Lausitzian;Lausitzian;Lausitzian;;Lausitzian;;;;;;;;;x
d_meissenn;Saxony;;;;;;;;;;;;;x
d_meissenn_adj;Saxon;;;;;;;;;;;;;x
d_bremenn;Bremen;Bremen;Bremen;;Bremen;;;;;;;;;x
d_bremenn_adj;Bremenian;Bremenian;Bremenian;;Bremenian;;;;;;;;;x
d_desert_stormers;Desert Stormers;;;;;;;;;;;;;x
d_desert_stormers_adj;Desert;;;;;;;;;;;;;x
d_engria;Angria;Angria;Angria;;Angria;;;;;;;;;x
d_engria_adj;Angrian;Angrian;Angrian;;Angrian;;;;;;;;;x
d_munster_deutschland;Munster Deutschland;Munster Deutschland;Munster Deutschland;;Munster Deutschland;;;;;;;;;x
d_munster_deutschland_adj;Munster Deutsch;Munster Deutsch;Munster Deutsch;;Munster Deutsch;;;;;;;;;x
d_saxon;Low Saxony;;;;;;;;;;;;;x
d_saxon_adj;Saxon;Saxonian;Saxonian;;Saxonian;;;;;;;;;x
d_lombardy;Lombardy;Lombardy;Lombardy;;Lombardy;;;;;;;;;x
d_lombardy_adj;Lombardian;Lombardian;Lombardian;;Lombardian;;;;;;;;;x
d_abu_dhabi;Abu Dhabi;Abu Dhabi;Abu Dhabi;;Abu Dhabi;;;;;;;;;x
d_abu_dhabi_adj;Abu Dhabi;Abu Dhabi;Abu Dhabi;;Abu Dhabi;;;;;;;;;x
d_dhofar;Dhofar;Dhofar;Dhofar;;Dhofar;;;;;;;;;x
d_dhofar_adj;Dhofar;Dhofar;Dhofar;;Dhofar;;;;;;;;;x
d_columbus_knights;Knights of Saint Columbus;Knights of Saint Columbus;Knights of Saint Columbus;;Knights of Saint Columbus;;;;;;;;;x
d_columbus_knights_adj;Knights of Saint Columbus;Knights of Saint Columbus;Knights of Saint Columbus;;Knights of Saint Columbus;;;;;;;;;x
d_carmelites;Carmelites;;;;;;;;;x
d_carmelites_adj;Carmelitan;;;;;;;;;x
d_montesa;Order of Montesa;;;;;;;;;x
d_montesa_adj;Montesian;;;;;;;;;x
d_red_turbans;Red Turbans;;;;;;;;;x
d_red_turbans_adj;Red Turban;;;;;;;;;x
d_saint_basil;Order of Saint Basil;;;;;;;;;x
d_saint_bsail_adj;Basilian;;;;;;;;;x
d_frontier;Frontier Guardians;;;;;;;;;x
d_frontier_adj;Frontier Guardian;;;;;;;;;x
d_baptist_order;Holy Baptist Convention;;;;;;;;;x
d_baptist_order_adj;Baptist;;;;;;;;;x
d_excalibur;Excalibur's Chosen;;;;;;;;;x
d_excalibur_adj;Exalibur;;;;;;;;;x
d_tectonic_order;Tectonic Order;;;;;;;;;x
d_tectonic_order_adj;Tectonic;;;;;;;;;x
d_portugal;Portugal;Portugal;Portugal;;Portugal;;;;;;;;;x
d_portugal_adj;Portugalian;Portugalien;Portugalier;;Portugaliano;;;;;;;;;x
d_basque;Basque;Basque;Basque;;Basque;;;;;;;;;x
d_basque_adj;Basqan;Basqueien;Basqueier;;Basqueiano;;;;;;;;;x
d_beresty;Beresty;;;;;;;;;x
d_beresty_adj;Berestian;;;;;;;;;x
d_vasterbotten;Vasterbotten;;;;;;;;;x
d_vasterbotten_adj;Beresty;;;;;;;;;x
k_tectonic_state;Tectonic State;;;;;;;;;x
k_tectonic_state_adj;Tectonic;;;;;;;;;x
k_KGB_state;KGB State;;;;;;;;;x
k_KGB_state_adj;Agent's;;;;;;;;;x
k_hospitaller_state;Hospitaller State;;;;;;;;;x
k_hospitaller_state_adj;Hospitaller;;;;;;;;;x
k_sepulchre_state;Sepulchrean State;;;;;;;;;x
k_sepulchre_state_adj;Sepulchrean;;;;;;;;;x
d_knights_lazarus;Knights of Lazarus;;;;;;;;;x
d_knights_lazarus_adj;Lazarean;;;;;;;;;x
k_belarus;Belarus;;;;;;;;;x
k_belarus_adj;Belarussian;;;;;;;;;x
d_pas-de-calais;Pas de Calais;Pas de Calais;Pas de Calais;;Pas de Calais;;;;;;;;;x
d_pas-de-calais_adj;Pas de Calais;Pas de Calais;Pas de Calais;;Pas de Calais;;;;;;;;;x
d_grand_est;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_grand_est_adj;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_toulouse;Ascitonia;;;;;;;;;x
d_toulouse_adj;Ascitonian;;;;;;;;;x
d_aquitaine;Limousin;Limousin;Limousin;;Limousin;;;;;;;;;x
d_aquitaine_adj;Limousinian;Limousinien;Limousinier;;Limousiniano;;;;;;;;;x
d_lichtenstein;Lichtenstein;Lichtenstein;Lichtenstein;;Lichtenstein;;;;;;;;;x
d_lichtenstein_adj;Lichtensteinian;Lichtensteinien;Lichtensteinier;;Lichtensteiniano;;;;;;;;;x
c_schwyz;Vaduz;Vaduz;Vaduz;;Vaduz;;;;;;;;;x
c_schwyz_adj;Vaduzian;Vaduzien;Vaduzier;;Vaduziano;;;;;;;;;x
d_loen;Leon;Leon;Leon;;Leon;;;;;;;;;x
d_loen_adj;Leonian;Leonien;Leonier;;Leoniano;;;;;;;;;x
d_arturias;Asturias;Asturias;Asturias;;Asturias;;;;;;;;;x
d_arturias_adj;Asturiasian;Asturiasien;Asturiasier;;Asturiasiano;;;;;;;;;x
d_extremadura;Extremadura;Extremadura;Extremadura;;Extremadura;;;;;;;;;x
d_extremadura_adj;Extremaduraian;Extremaduraien;Extremaduraier;;Extremaduraiano;;;;;;;;;x
d_mallorka;Mallorca;Mallorca;Mallorca;;Mallorca;;;;;;;;;x
d_mallorka_adj;Mallorcan;Mallorcaien;Mallorcaier;;Mallorcaiano;;;;;;;;;x
d_savoia;Savoia;Savoia;Savoia;;Savoia;;;;;;;;;x
d_savoia_adj;Savoian;Savoian;Savoian;;Savoian;;;;;;;;;x
d_dauphin;Dauphin;Dauphin;Dauphin;;Dauphin;;;;;;;;;x
d_dauphin_adj;Dauphinian;Dauphinian;Dauphinian;;Dauphinian;;;;;;;;;x
d_french_comte;French Comte;;French Comte;;French Comte;;;French Comte;;;;;;;;;x
d_french_comte_adj;Comte French;Comte French;Comte French;;Comte French;;;;;;;;;x
d_upper_switzerland;Upper Switzerland;Upper Switzerland;Upper Switzerland;;Upper Switzerland;;;;;;;;;x
d_upper_switzerland_adj;Upper Swiss;Upper Swiss;Upper Swiss;;Upper Swiss;;;;;;;;;x
d_provance;Provance;Provance;Provance;;Provance;;;;;;;;;x
d_provance_adj;Provancian;Provanceien;Provanceier;;Provanceiano;;;;;;;;;x
d_flander;Flanders;Flanders;Flanders;;Flanders;;;;;;;;;x
d_flander_adj;Flandersian;Flandersien;Flandersier;;Flandersiano;;;;;;;;;x
d_trabant;Wallonia;;;;;;;;;x
d_trabant_adj;Wallonian;;;;;;;;;x
d_picardy;Picardy;;;;;;;;;x
d_picardy_adj;Picardian;;;;;;;;;x
d_holand;Holland;Holland;Holland;;Holland;;;;;;;;;x
d_holand_adj;Dutch;Dutchien;Dutchier;;Dutchiano;;;;;;;;;x
d_gellre;Gelre;Gelre;Gelre;;Gelre;;;;;;;;;x
d_gellre_adj;Gelreian;Gelreien;Gelreier;;Gelreiano;;;;;;;;;x
d_new_luxemburg;New Luxemburg;New Luxemburg;New Luxemburg;;New Luxemburg;;;;;;;;;x
d_new_luxemburg_adj;New Luxemburgian;New Luxemburgien;New Luxemburgier;;New Luxemburgiano;;;;;;;;;x
d_luxemburg_proper;Luxemburg Proper;Luxemburg Proper;Luxemburg Proper;;Luxemburg Proper;;;;;;;;;x
d_luxemburg_proper_adj;Luxemburgian;Luxemburgien;Luxemburgier;;Luxemburgiano;;;;;;;;;x
d_grand_est;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_grand_est_adj;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_orleanais;Orleanais;Orleanais;Orleanais;;Orleanais;;;;;;;;;x
d_orleanais_adj;Orleanais;Orleanais;Orleanais;;Orleanais;;;;;;;;;x
d_hauts-de-france;Pas de Calais;Pas de Calais;Pas de Calais;;Pas de Calais;;;;;;;;;x
d_hauts-de-france_adj;Pas de Calais;Pas de Calais;Pas de Calais;;Pas de Calais;;;;;;;;;x
d_poitiers;Poitiers;Poitiers;Poitiers;;Poitiers;;;;;;;;;x
d_poitiers_adj;Poitiers;Poitiers;Poitiers;;Poitiers;;;;;;;;;x
d_schwaben;Swabia;Swabia;Swabia;;Swabia;;;;;;;;;x
d_schwaben_adj;Swabia;Swabia;Swabia;;Swabia;;;;;;;;;x
d_madrid;Madrid;Madrid;Madrid;;Madrid;;;;;;;;;x
d_madrid_adj;Madrid;Madrid;Madrid;;Madrid;;;;;;;;;x
d_musketeers;Musketeers;The Musketeers;The Musketeers;;The Musketeers;;;;;;;;;x
d_musketeers_adj;Musketeer;Musketeer;Musketeer;;Musketeer;;;;;;;;;x
d_teutonic_knights;Teutonic Knights;;;;;;;;;;;;;x
d_teutonic_knights_adj;Teutonic;;;;;;;;;;;;;x
d_adeptus_custodes;Custodians;;;;;;;;;;;;;x
d_adeptus_custodes_adj;Custodian;;;;;;;;;;;;;x
d_seekers;Sopgeri Yazdan;;;;;;;;;;;;;x
d_seekers_adj;Seeking;;;;;;;;;;;;;x
c_madrid;Madrid;Madrid;Madrid;;Madrid;;;;;;;;;x
c_madrid_adj;Madrid;Madrid;Madrid;;Madrid;;;;;;;;;x
b_el_palmar;El Palmar Del Troya;El Palmar Del Troya;El Palmar Del Troya;;El Palmar Del Troya;;;;;;;;;x
b_el_palmar_adj;Palmarian;Palmarian;Palmarian;;Palmarian;;;;;;;;;x
b_palos;Palos;Palos;Palos;;Palos;;;;;;;;;x
b_palos_adj;Palos;Palos;Palos;;Palos;;;;;;;;;x
b_birmingham;Birmingham;;;;;;;;;;;;;x
b_birmingham_adj;Birminghamian;;;;;;;;;;;;;x
grand_principality_title;Grand Prince;Grand Prince;Grand Prince;;Grand Prince;;;;;;;;;x
grand_principality_title_female;Grand Princess;Grand Princess;Grand Princess;;Grand Princess;;;;;;;;;x
grand_principality_prefix;Grand Principality of;Grand Principality of;Grand Principality of;;Grand Principality of;;;;;;;;;x
grand_principality_foa;Your Grand Majesty;Your Grand Majesty;Your Grand Majesty;;Your Grand Majesty;;;;;;;;;x
principality_title;Prince;Prince;Prince;;Prince;;;;;;;;;x
principality_title_female;Princess;Princess;Princess;;Princess;;;;;;;;;x
principality_prefix;Principality of;Principality of;Principality of;;Principality of;;;;;;;;;x
principality_foa;Your Majesty;Your Majesty;Your Majesty;;Your Majesty;;;;;;;;;x

#For Lithuania and others
grand_duchy_title;Grand Duke;Grand Duke;Grand Duke;;Grand Duke;;;;;;;;;x
grand_duchy_title_female;Grand Duchess;Grand Duchess;Grand Duchess;;Grand Duchess;;;;;;;;;x
grand_duchy_prefix;Grand Duchy of;Grand Duchy of;Grand Duchy of;;Grand Duchy of;;;;;;;;;x
grand_duchy_foa;Your Grand Majesty;Your Grand Majesty;Your Grand Majesty;;Your Grand Majesty;;;;;;;;;x

dual_monarchy_prefix;Dual Monarchy of;;;;;;;;;x
yugoslavia_title;Car;Car;Car;;Car;;;;;;;;;x
yugoslavia_title_female;Carica;Carica;Carica;;Carica;;;;;;;;;x
yugoslavia_prefix;Cardom of;Cardom of;Cardom of;;Cardom of;;;;;;;;;x
propiciater_title;Propiciater;Propiciater;Propiciater;;Propiciater;;;;;;;;;x
tzar_title;Tzar;;;;;;;;;x
tzar_title_female;Tzarina;;;;;;;;;x
tzarina_title;Tzarina;;;;;;;;;x
tzarina_title_female;Tzarina;;;;;;;;;x
k_title_adj;Title;Title;Title;;Title;;;;;;;;;x
d_lincoln;Lincoln;Lincoln;Lincoln;;Lincoln;;;;;;;;;x
